impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K26-188055,A738253,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Hobbes,Rex,6 MONTHS,Neutered Male,Rex,White,"Oct 22, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,SEATTLE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A738253,Image Copyright HLP Inc. 2026,"Received on: 2025-10-22<p/> Description: White Neutered Male Rex Rex<p/> Age: 6 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi there! My name is Hobbes and I'm a rabbit who is looking for a forever home. <p/><p/>I was transferred from another shelter on October 22, 2025 with another rabbit. I have been in multiple amazing foster homes since was so young when I arrived at RASKC. In my most recent foster home I got along with the cat and chihuahua. I was described as tame and friendly! :)<p/><p/>I am looking for someone who can provide me with plenty of love and attention. <p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water! <p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water. I am not meant to live in a cage all the time, so be sure you can provide me with time outside my enclosure at least once a day to stretch my legs, explore and exercise. Just be sure to bunny proof the space! Cleaning my cage and grooming are important for me too! <p/><p/>If you have been wanting a cuddly and easy-going rabbit to be an addititon to your family, please fill out a foster interest form for the chance to meet me!<p/>",
K26-187744,A745060,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3058450,LOST,Misty,Cat,Over 1 year<p/>,Female,Russian Blue,Unknown,"Mar 30, 2026",Date Lost,25400 block of  120TH PL SE,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3058450,Image Copyright HLP Inc. 2026,"Description: Misty is about 11 years old. Female, spayed. Yellow eyes, gray fur, white whiskers, a Russian Blue. Around 18 pounds. <p/>Age: Over 1 year<p/>Location Lost: 25408 120th Pl SE, Kent WA  98030<p/>Lost Date: 2026-03-30<p/>",
K26-188026,A745627,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3063030,LOST,Lynx,Cat,Over 1 year<p/>,Male,Exotic Shorthair,Unknown,"Apr 10, 2026",Date Lost,DAVID  PLC & 20TH AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3063030,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: David plc  & 20th ave S , Seattle WA  98139<p/>Lost Date: 2026-04-10<p/>",
K26-187606,A744751,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056123,LOST,Phoenix,Cat,Over 1 year<p/>,Male,American Wirehair,Brown,"Mar 22, 2026",Date Lost,GOSSARD  ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056123,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: Gossard st , Enumclaw WA  98022<p/>Lost Date: 2026-03-22<p/>",
K26-187691,A731898,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Laika,Dog,2 YEARS 9 MONTHS,Spayed Female,German Shepherd / Mix,White / Tan,"Aug 31, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,SEATTLE,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731898,Image Copyright HLP Inc. 2026,"Received on: 2025-08-31<p/> Description: White / Tan Spayed Female German Shepherd / Mix Dog<p/> Age: 2 YEARS 9 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Laika and I am available for adoption.<p/><p/>I was brought in by a good samaritan on July 12, 2025. <p/><p/>I weigh 55.0 lbs and am considered a ""medium breed"" dog.<p/><p/>I have been in a wonderful foster home for the past few months. In my foster home I get along well in my foster mom and her resident dogs that come in all different sizes! When meeting a dog I would do best with a VERY SLOW introduction. It will probably take me a bit to warm up to another dog, but with consistency we probably can be best friends!<p/><p/>I am very smart, affectionate, and motivated to learn! Because of my history as a stray, I am fearful of other dogs and sometimes strangers, and would be most successful if I have space to build my confidence with minimal stressors - I am not yet ready for the dog park (and my never be) or a home with lots of visitors. In my ideal home I will have a place where I can run around and burn off some energy and then be able to be a couch potato with my favorite person the rest of the day.<p/>",
K26-187993,A745586,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062753,In Public Home,Unknown,Rabbit,Unknown<p/>,Unknown,,Unknown,"Apr 12, 2026",Date Found,WHIDBEY  ISLAND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062753,Image Copyright HLP Inc. 2026,"Description: Grey domestic rabbit. Sex unknown. Found on the street on Whidbey Island with a leg injury. Brought to Seattle Humane. If this is your rabbit, please email intake@seattlehumane.org<p/>Age: Unknown<p/>Found Near: Whidbey Island, Clinton WA  98236<p/>Found Date: 2026-04-12<p/>",
K26-187765,A745127,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3058814,LOST,Bruno,Cat,Unknown<p/>,Male,Russian Blue,Unknown,"Mar 29, 2026",Date Lost,21400 block of  SE 240th St,Maple Valley,,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3058814,Image Copyright HLP Inc. 2026,"Description: Grey cat 1 year old short hair with a scar on the nose and kinked tail <p/>Age: Unknown<p/>Location Lost: 21050 Se 240th St Maple Valley , Maple Valley WA  98038<p/>Lost Date: 2026-03-29<p/>",
K26-187863,A745344,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3060670,LOST,Zuki,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Apr 06, 2026",Date Lost,SE  288TH STREET & 216TH AVENUE SE,BLACK DIAMOND,WA,98010,BLACK DIAMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3060670,Image Copyright HLP Inc. 2026,"Description: Zuki is an orange tabby neutered and about 12 years of age. <p/>Age: Over 1 year<p/>Location Lost: 288th street and 216th in black diamond, Black Diamond WA  98010<p/>Lost Date: 2026-04-06<p/>",
K26-187984,A745565,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,1 WEEK,Male,Domestic Shorthair,Gray,"Apr 13, 2026",Received on,22600 block of  88TH AVE S,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745565,Image Copyright HLP Inc. 2026,Received on: 2026-04-13<p/> Found Near: 22600 block of  88TH AVE S<p/> Description: Gray Male Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>,
K26-188028,A745635,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745635,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ernie,Cat,6 YEARS,Neutered Male,Domestic Shorthair,Black / White,"Apr 14, 2026",Received on,7000 block of  S 128TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745635,Image Copyright HLP Inc. 2026,"Received on: 2026-04-14<p/> Found Near: 7000 block of  S 128TH ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187387,A744255,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3051471,In Public Home,,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Brown,"Mar 10, 2026",Date Found,13200 block of  SE EASTGATE WAY BELLEVUE WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3051471,Image Copyright HLP Inc. 2026,Description: 2 Brown domestic shorthair tabbies were left outside of the Seattle Humane adoption doors in a carrier. <p/>Age: Over 1 year<p/>Found Near: 13200 block of  SE EASTGATE WAY BELLEVUE WA<p/>Found Date: 2026-03-10<p/>,
K26-188033,A745642,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745642,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Violet,Dog,1 YEAR,Female,Golden Retriever / Mix,Cream / Tan,"Apr 14, 2026",Received on,17700 block of  NE 90TH ST,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745642,Image Copyright HLP Inc. 2026,"Received on: 2026-04-14<p/> Found Near: 17700 block of  NE 90TH ST<p/> Description: Cream / Tan Female Golden Retriever / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187715,A744985,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057878,LOST,Zeus,Dog,Unknown<p/>,Unknown,Pit Bull,Unknown,"Mar 21, 2026",Date Lost,11700 block of  14th Ave NE,Seattle,,98125,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057878,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Location Lost: 11729 14th Ave s Seattle Wa , Seattle WA  98168<p/>Lost Date: 2026-03-21<p/>",
K26-187811,A745224,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3059810,In Public Home,,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,Unknown,"Apr 03, 2026",Date Found,CRYSTAL  RIVER RANCH RD E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3059810,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Found Near: Crystal River Ranch Rd E , Enumclaw WA  98022<p/>Found Date: 2026-04-03<p/>",
K26-187335,A744132,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3050509,In Public Home,,Dog,Unknown<p/>,Unknown,German Shepherd,Unknown,"Mar 08, 2026",Date Found,132nd  Ave SE & SE 230th Pl,Kent,,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3050509,Image Copyright HLP Inc. 2026,"Description: No collar, no chip. Very friendly. Wearing a vest. Found running in road.<p/>Age: Unknown<p/>Found Near: 132nd St and SE 230th St , Kent WA  98031<p/>Found Date: 2026-03-08<p/>",
K26-187907,A745425,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Frank,Cat,4 WEEKS,Female,Domestic Shorthair,Black / White,"Apr 09, 2026",Received on,44900 block of  208TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745425,Image Copyright HLP Inc. 2026,Received on: 2026-04-09<p/> Found Near: 44900 block of  208TH AVE SE<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K26-187708,A744944,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057722,LOST,Jerey,Cat,Over 1 year<p/>,Male,British Shorthair,Unknown,"Mar 22, 2026",Date Lost,HOMER  AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057722,Image Copyright HLP Inc. 2026,"Description: Male, fixed, Grey, kind, green eyes, tail broken in the end (not really noticeable)<p/>Age: Over 1 year<p/>Location Lost: Homer Ave se, Pacific WA  98047<p/>Lost Date: 2026-03-22<p/>",
K26-187971,A745521,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062500,LOST,Smokey,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Apr 11, 2026",Date Lost,S  328th Pl & S 330th Pl,Federal Way,,98003,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062500,Image Copyright HLP Inc. 2026,"Description: Smokey is a young male, 1 years old, grey and white with bright green eyes about 11.6lbs<p/>Age: Over 1 year<p/>Location Lost: S 328th st and S 330th PL, Federal Way WA  98003<p/>Lost Date: 2026-04-11<p/>",
K26-188031,A745639,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,2 WEEKS,Male,Domestic Shorthair,Blk Smoke,"Apr 14, 2026",Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745639,Image Copyright HLP Inc. 2026,Received on: 2026-04-14<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Blk Smoke Male Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K26-187342,A744168,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3050765,LOST,Yuki,Cat,Under 1 year<p/>,Female,Siamese,White,"Mar 08, 2026",Date Lost,NE  15TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3050765,Image Copyright HLP Inc. 2026,"Description: Lynx Siamese kitten 11 months old white cream for raccoon like tail blue eyes. She wary of strangers.<p/>Age: Under 1 year<p/>Location Lost: NE 15th street, Bellevue WA  98008<p/>Lost Date: 2026-03-08<p/>",
K26-187334,A744130,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3050469,LOST,Wesley,Dog,Over 1 year<p/>,Male,Dachshund - Long-Haired,White,"Mar 07, 2026",Date Lost,159TH  ST AND ADMIRALTY WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3050469,Image Copyright HLP Inc. 2026,"Description: Longhair white dachshund with black ears and black spots<p/>Age: Over 1 year<p/>Location Lost: 159th st and admiralty way , Lynnwood WA  98087<p/>Lost Date: 2026-03-07<p/>",
K26-187910,A745428,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745428,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Squal,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby / White,"Apr 09, 2026",Received on,44900 block of  208TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745428,Image Copyright HLP Inc. 2026,"Received on: 2026-04-09<p/> Found Near: 44900 block of  208TH AVE SE<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187879,A745377,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745377,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Leia,Cat,5 YEARS,Spayed Female,Domestic Longhair,Gray / White,"Apr 08, 2026",Received on,32300 block of  LYNCH LN,BLACK DIAMOND,WA,98010,BLACK DIAMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745377,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Found Near: 32300 block of  LYNCH LN<p/> Description: Gray / White Spayed Female Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187891,A745392,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745392,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Allium,Dog,7 YEARS,Neutered Male,German Shepherd,Brown / Black,"Apr 08, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745392,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Description: Brown / Black<p/>  Neutered Male German Shepherd Dog<p/> Age: 7 YEARS<p/> Adoption Fee: $150.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi there and hello! My name is Allium and I am available for adoption!<p/><p/>I weigh 96 lbs and am considered a ""large breed"" dog.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>Although German Shepherds are known to be high energy dogs, I am not. I wish to just lay around and be with my people. That doesn't mean that might change in a house so it would be a good idea to know some more about High Energy breeds! We tend to calm down more when the people around us stay calm and enjoy a good play and run around too. We do best when we have lots of exercise and something to keep our mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>I'm a Playgroup Pal! Ask the staff today about my interactions with other dogs at the shelter in our Playgroups.<p/><p/>The staff have noticed that I have the start of seperation anxiety. This isn't uncommon is dogs and can be worked with; with time, patience and training. I just like to be with my people so having a household that works from home or retired would be nice but not a requirement if my family is willing to put the time and effort to help me with my seperation anxiety.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K26-187968,A745514,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062384,LOST,Susan Jones,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Apr 04, 2026",Date Lost,SE  146TH ST & 445TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062384,Image Copyright HLP Inc. 2026,"Description: Orange cat with white belly and paws. very friendly will demand to be fed. loves dogs and kids<p/>Age: Over 1 year<p/>Location Lost: SE 146th ST & 445th Ave SE, North Bend WA  98045<p/>Lost Date: 2026-04-04<p/>",
K26-186818,A729210,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Hollister,Rabbit Sh,NO AGE,Spayed Female,Rabbit Sh,Brown,"May 27, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,SEATAC,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729210,Image Copyright HLP Inc. 2026,"Received on: 2025-05-27<p/> Description: Brown Spayed Female Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Adoption Fee: $15<p/> Current Location: In RASKC Foster Home <p/>Hi there! My name is Hollister and I`m a rabbit who is looking for a forever home.<p/><p/>I was brought in by a good samaritan on May 27, 2025.<p/><p/>I came in with Aeropostale (A729211) we are a bonded pair and should be adopted together. We love each other sooooo much. We want to share that love with you! And your treats!<p/><p/>I am looking for someone who can provide me with plenty of love and attention.<p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water!<p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water.<p/>",
K26-187741,A745041,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3058339,In Public Home,,Dog,Unknown<p/>,Male,Siberian Husky,Unknown,"Mar 31, 2026",Date Found,7800 block of  S 130TH ST,,,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3058339,Image Copyright HLP Inc. 2026,Description: Has a black collar with a yellow buckle <p/>Age: Unknown<p/>Found Near: 7800 block of  S 130TH ST<p/>Found Date: 2026-03-31<p/>,
K26-188108,A745779,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3064312,LOST,Sully,Cat,Over 1 year<p/>,Male,British Shorthair,Unknown,"Apr 10, 2026",Date Lost,SE  137th Ter & 160th Ave SE,Renton,,98059,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3064312,Image Copyright HLP Inc. 2026,"Description: Moon faced gray male cat. No additional color or markings. <p/>Age: Over 1 year<p/>Location Lost: SE 137th Terrace and 160th Ave SE, Renton WA  98059<p/>Lost Date: 2026-04-10<p/>",
K26-188024,A745624,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3063008,In Public Home,Russia,Dog,Over 1 year<p/>,Male,Pit Bull,Black,"Apr 12, 2026",Date Found,MARGARET  MEAD ELEMENTARY 216TH AND 16TH NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3063008,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Found Near: Margaret Mead Elementary 216th and 16th NE, Sammamish WA  98074<p/>Found Date: 2026-04-12<p/>",
K26-187780,A745162,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3059058,In Public Home,Bolt (doug),Dog,Under 1 year<p/>,Male,Pit Bull,Brown,"Apr 02, 2026",Date Found,SEATTLE  HUMANE - 13212 SE EASTGATE WAY,BELLEV,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3059058,Image Copyright HLP Inc. 2026,"Description: Approximately 10-month-old, brown and white intact male pit bull mix. Dropped off at PorchLight in Bellevue wearing a blue camouflage Boss Dog collar and brought to Seattle Humane to house while serving his stray hold<p/>Age: Under 1 year<p/>Found Near: Seattle Humane - 13212 SE Eastgate Way, Bellevue, WA, Bellevue WA  98005<p/>Found Date: 2026-04-02<p/>",
K26-188090,A745747,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3064009,In Public Home,Skylar,Dog,Unknown<p/>,Unknown,Siberian Husky,Unknown,"Apr 17, 2026",Date Found,KENT  LAKE HIGHLANDS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3064009,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: Kent lake Highlands, Black Diamond WA  98010<p/>Found Date: 2026-04-17<p/>",
K26-187311,A744101,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3050023,In Public Home,,Dog,Unknown<p/>,Male,Chihuahua - Smooth Coated,Unknown,"Mar 06, 2026",Date Found,LANGSTON  RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3050023,Image Copyright HLP Inc. 2026,"Description: White coat tan ears and spots with a plaid harness<p/>Age: Unknown<p/>Found Near: Langston Rd, Renton WA  98057<p/>Found Date: 2026-03-06<p/>",
K26-187890,A745391,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061036,In Public Home,,Cat,Under 1 year<p/>,Female,Domestic Shorthair,Unknown,"Apr 08, 2026",Date Found,4th  Avenue Plaza,,,,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061036,Image Copyright HLP Inc. 2026,"Description: Grey domestic shorthair, tail has some darker grey strips to it if you look closely.<p/>Age: Under 1 year<p/>Found Near: 4th & Union, Renton WA  98056<p/>Found Date: 2026-04-08<p/>",
K26-187980,A745561,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745561,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Fir,Barn Cat,3 YEARS,Neutered Male,Domestic Shorthair,Black / White,"Apr 13, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745561,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Description: Black / White<p/>  Neutered Male Domestic Shorthair Barn Cat<p/> Age: 3 YEARS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Barn Cat Fir and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space.<p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
K26-187309,A744099,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3050019,In Public Home,,Dog,Unknown<p/>,Unknown,Pit Bull,Unknown,"Mar 06, 2026",Date Found,1900 block of  S Grand St,Seattle,,98144,SEATTLE,47.58697,-122.306939,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3050019,Image Copyright HLP Inc. 2026,<p/>Age: Unknown<p/>Found Near: 1900 block of  S Grand St<p/>Found Date: 2026-03-06<p/>,
